contract_id,address,static_severity,behavioral_score,correlation_score,fused_risk_score,triggered_rules,findings_matched,label
kg_7d0c398264c2,0xNoisyBenign0000,0.98,0.4026,0.0,0.5329,,,1
kg_7808cd544bf4,0xNoisyBenign0001,0.98,0.402,0.0,0.5327,,,1
kg_4145f01120ea,0xNoisyBenign0002,0.98,0.402,0.0,0.5327,,,1
kg_5ed8e1877520,0xNoisyBenign0001,0.98,0.4012,0.0,0.5324,,,1
kg_7808cd544bf4,0xNoisyBenign0008,0.98,0.4004,0.0,0.5321,,,1
kg_7d0c398264c2,0xNoisyBenign0006,0.98,0.3997,0.0,0.5319,,,1
kg_7808cd544bf4,0xNoisyBenign0005,0.98,0.3988,0.0,0.5316,,,1
kg_4219abdc067e,0xBenign0009,0.8,0.604,0.0,0.5314,,,1
kg_a0fec05e38bb,0xBenign0020,0.8,0.6024,0.0,0.5308,,,1
kg_de0a9f8c2bb3,0xBenign0003,0.8,0.6017,0.0,0.5306,,,1
kg_de0a9f8c2bb3,0xAdversary0009,0.8,0.6016,0.0,0.5306,,,1
kg_7d0c398264c2,0xNoisyBenign0005,0.98,0.3958,0.0,0.5305,,,1
kg_de0a9f8c2bb3,0xBenign0007,0.8,0.601,0.0,0.5304,,,1
kg_49a1d5c351b9,0xBenign0013,0.8,0.6006,0.0,0.5302,,,1
kg_4219abdc067e,0xAdversary0003,0.8,0.6001,0.0,0.53,,,1
kg_4a4bc45fd925,0xBenign0009,0.8,0.6,0.0,0.53,,,1
kg_ebe6f9a7e97a,0xBenign0006,0.8,0.5994,0.0,0.5298,,,1
kg_a0fec05e38bb,0xBenign0019,0.8,0.599,0.0,0.5296,,,1
kg_850ce5cbe982,0xBenign0012,0.8,0.5987,0.0,0.5295,,,1
kg_4145f01120ea,0xNoisyBenign0000,0.98,0.3915,0.0,0.529,,,1
kg_72e56082535d,0xAdversary0009,0.8,0.5973,0.0,0.529,,,1
kg_a0fec05e38bb,0xAdversary0003,0.8,0.5962,0.0,0.5287,,,1
kg_a0fec05e38bb,0xBenign0015,0.8,0.596,0.0,0.5286,,,1
kg_4145f01120ea,0xNoisyBenign0006,0.98,0.3899,0.0,0.5285,,,1
kg_a0fec05e38bb,0xAdversary0009,0.8,0.595,0.0,0.5283,,,1
kg_4219abdc067e,0xBenign0010,0.8,0.595,0.0,0.5283,,,1
kg_49a1d5c351b9,0xBenign0016,0.8,0.5945,0.0,0.5281,,,1
kg_7808cd544bf4,0xNoisyBenign0004,0.98,0.3889,0.0,0.5281,,,1
kg_0a9aebf5e803,0xBenign0018,0.8,0.5938,0.0,0.5278,,,1
kg_4a4bc45fd925,0xAdversary0009,0.8,0.5933,0.0,0.5277,,,1
kg_72e56082535d,0xBenign0007,0.8,0.5928,0.0,0.5275,,,1
kg_7b7f1764c212,0xAdversary0003,0.8,0.5901,0.0,0.5265,,,1
kg_7b7f1764c212,0xAdversary0009,0.8,0.5899,0.0,0.5265,,,1
kg_4219abdc067e,0xBenign0018,0.8,0.5895,0.0,0.5263,,,1
kg_7d0c398264c2,0xNoisyBenign0007,0.98,0.383,0.0,0.526,,,1
kg_36cce373c38e,0xBenign0018,0.8,0.5886,0.0,0.526,,,1
kg_4a4bc45fd925,0xBenign0017,0.8,0.5877,0.0,0.5257,,,1
kg_7d0c398264c2,0xNoisyBenign0001,0.98,0.3821,0.0,0.5257,,,1
kg_7808cd544bf4,0xNoisyBenign0000,0.98,0.3819,0.0,0.5256,,,1
kg_49a1d5c351b9,0xAdversary0003,0.8,0.586,0.0,0.5251,,,1
kg_7808cd544bf4,0xNoisyBenign0002,0.98,0.3776,0.0,0.5241,,,1
kg_7808cd544bf4,0xNoisyBenign0007,0.98,0.3754,0.0,0.5234,,,1
kg_36cce373c38e,0xAdversary0009,0.8,0.58,0.0,0.523,,,1
kg_49a1d5c351b9,0xBenign0007,0.8,0.5801,0.0,0.523,,,1
kg_01585b6ec1bb,0xNoisyBenign0006,0.98,0.3734,0.0,0.5227,,,1
kg_49a1d5c351b9,0xBenign0008,0.8,0.5789,0.0,0.5226,,,1
kg_de0a9f8c2bb3,0xBenign0001,0.8,0.578,0.0,0.5223,,,1
kg_7b7f1764c212,0xBenign0009,0.8,0.5778,0.0,0.5222,,,1
kg_a0fec05e38bb,0xBenign0005,0.8,0.5758,0.0,0.5215,,,1
kg_01585b6ec1bb,0xNoisyBenign0007,0.98,0.3696,0.0,0.5214,,,1
kg_0a9aebf5e803,0xBenign0019,0.8,0.5745,0.0,0.5211,,,1
kg_01585b6ec1bb,0xNoisyBenign0004,0.98,0.3686,0.0,0.521,,,1
kg_850ce5cbe982,0xBenign0005,0.8,0.574,0.0,0.5209,,,1
kg_850ce5cbe982,0xAdversary0009,0.8,0.5741,0.0,0.5209,,,1
kg_0a9aebf5e803,0xBenign0014,0.8,0.574,0.0,0.5209,,,1
kg_0a9aebf5e803,0xAdversary0010,0.8,0.5728,0.0,0.5205,,,1
kg_a0fec05e38bb,0xBenign0017,0.8,0.5726,0.0,0.5204,,,1
kg_a0fec05e38bb,0xBenign0008,0.8,0.5717,0.0,0.5201,,,1
kg_4219abdc067e,0xBenign0019,0.8,0.5718,0.0,0.5201,,,1
kg_36cce373c38e,0xBenign0012,0.8,0.5712,0.0,0.5199,,,1
kg_72e56082535d,0xBenign0002,0.8,0.5708,0.0,0.5198,,,1
kg_36cce373c38e,0xBenign0006,0.8,0.5699,0.0,0.5194,,,1
kg_0a9aebf5e803,0xBenign0006,0.8,0.5696,0.0,0.5194,,,1
kg_01585b6ec1bb,0xNoisyBenign0002,0.98,0.3638,0.0,0.5193,,,1
kg_7b7f1764c212,0xAdversary0010,0.8,0.5693,0.0,0.5193,,,1
kg_36cce373c38e,0xBenign0011,0.8,0.5688,0.0,0.5191,,,1
kg_01585b6ec1bb,0xNoisyBenign0000,0.98,0.3624,0.0,0.5189,,,1
kg_850ce5cbe982,0xBenign0018,0.8,0.5681,0.0,0.5188,,,1
kg_a0fec05e38bb,0xBenign0016,0.8,0.5673,0.0,0.5186,,,0
kg_36cce373c38e,0xAdversary0003,0.8,0.5671,0.0,0.5185,,,0
kg_7b7f1764c212,0xBenign0016,0.8,0.5669,0.0,0.5184,,,0
kg_36cce373c38e,0xBenign0001,0.8,0.5665,0.0,0.5183,,,0
kg_36cce373c38e,0xBenign0019,0.8,0.5659,0.0,0.5181,,,0
kg_49a1d5c351b9,0xBenign0006,0.8,0.5659,0.0,0.5181,,,0
kg_49a1d5c351b9,0xBenign0003,0.8,0.566,0.0,0.5181,,,0
kg_ebe6f9a7e97a,0xBenign0000,0.8,0.5658,0.0,0.518,,,0
kg_4219abdc067e,0xBenign0003,0.8,0.5656,0.0,0.518,,,0
kg_7b7f1764c212,0xBenign0015,0.8,0.5656,0.0,0.5179,,,0
kg_a0fec05e38bb,0xBenign0002,0.8,0.5652,0.0,0.5178,,,0
kg_4219abdc067e,0xBenign0013,0.8,0.5647,0.0,0.5176,,,0
kg_72e56082535d,0xBenign0010,0.8,0.5643,0.0,0.5175,,,0
kg_01585b6ec1bb,0xNoisyBenign0001,0.98,0.3572,0.0,0.517,,,0
kg_de0a9f8c2bb3,0xAdversary0004,0.8,0.5629,0.0,0.517,,,0
kg_36cce373c38e,0xBenign0000,0.8,0.5625,0.0,0.5169,,,0
kg_01585b6ec1bb,0xNoisyBenign0008,0.98,0.3567,0.0,0.5169,,,0
kg_850ce5cbe982,0xAdversary0010,0.8,0.5627,0.0,0.5169,,,0
kg_0a9aebf5e803,0xBenign0013,0.8,0.5622,0.0,0.5168,,,0
kg_ebe6f9a7e97a,0xBenign0001,0.8,0.5614,0.0,0.5165,,,0
kg_72e56082535d,0xBenign0016,0.8,0.5613,0.0,0.5164,,,0
kg_de0a9f8c2bb3,0xBenign0006,0.8,0.561,0.0,0.5163,,,0
kg_7808cd544bf4,0xNoisyBenign0003,0.98,0.3551,0.0,0.5163,,,0
kg_de0a9f8c2bb3,0xBenign0012,0.8,0.5606,0.0,0.5162,,,0
kg_36cce373c38e,0xBenign0009,0.8,0.5604,0.0,0.5162,,,0
kg_4a4bc45fd925,0xBenign0003,0.8,0.5605,0.0,0.5162,,,0
kg_850ce5cbe982,0xBenign0006,0.8,0.5602,0.0,0.5161,,,0
kg_4a4bc45fd925,0xBenign0004,0.8,0.56,0.0,0.516,,,0
kg_7808cd544bf4,0xNoisyBenign0006,0.98,0.3544,0.0,0.516,,,0
kg_0a9aebf5e803,0xBenign0001,0.8,0.5597,0.0,0.5159,,,0
kg_de0a9f8c2bb3,0xBenign0010,0.8,0.5598,0.0,0.5159,,,1
kg_72e56082535d,0xBenign0012,0.8,0.5595,0.0,0.5158,,,1
kg_49a1d5c351b9,0xBenign0009,0.8,0.5594,0.0,0.5158,,,1
kg_4a4bc45fd925,0xAdversary0010,0.8,0.5582,0.0,0.5154,,,1
kg_a0fec05e38bb,0xBenign0013,0.8,0.5578,0.0,0.5152,,,1
kg_850ce5cbe982,0xBenign0015,0.8,0.5576,0.0,0.5151,,,1
kg_0a9aebf5e803,0xBenign0008,0.8,0.557,0.0,0.515,,,1
kg_de0a9f8c2bb3,0xBenign0014,0.8,0.5572,0.0,0.515,,,1
kg_49a1d5c351b9,0xBenign0001,0.8,0.5571,0.0,0.515,,,1
kg_01585b6ec1bb,0xNoisyBenign0005,0.98,0.3505,0.0,0.5147,,,1
kg_36cce373c38e,0xBenign0003,0.8,0.556,0.0,0.5146,,,1
kg_ebe6f9a7e97a,0xBenign0005,0.8,0.5556,0.0,0.5145,,,1
kg_7b7f1764c212,0xBenign0011,0.8,0.5555,0.0,0.5144,,,1
kg_de0a9f8c2bb3,0xBenign0009,0.8,0.5554,0.0,0.5144,,,1
kg_7b7f1764c212,0xBenign0000,0.8,0.5542,0.0,0.514,,,1
kg_de0a9f8c2bb3,0xBenign0005,0.8,0.5539,0.0,0.5139,,,1
kg_de0a9f8c2bb3,0xBenign0011,0.8,0.5538,0.0,0.5138,,,1
kg_0a9aebf5e803,0xBenign0005,0.8,0.5535,0.0,0.5137,,,1
kg_72e56082535d,0xBenign0008,0.8,0.5529,0.0,0.5135,,,1
kg_a0fec05e38bb,0xAdversary0004,0.8,0.5525,0.0,0.5134,,,1
kg_4219abdc067e,0xBenign0005,0.8,0.5524,0.0,0.5133,,,0
kg_72e56082535d,0xBenign0015,0.8,0.5516,0.0,0.5131,,,0
kg_850ce5cbe982,0xBenign0000,0.8,0.5505,0.0,0.5127,,,0
kg_36cce373c38e,0xBenign0016,0.8,0.55,0.0,0.5125,,,0
kg_0a9aebf5e803,0xNoisyBenign0003,0.8,0.5496,0.0,0.5123,,,0
kg_72e56082535d,0xBenign0018,0.8,0.5486,0.0,0.512,,,0
kg_ebe6f9a7e97a,0xBenign0012,0.8,0.5485,0.0,0.512,,,0
kg_4219abdc067e,0xBenign0001,0.8,0.5476,0.0,0.5117,,,0
kg_ebe6f9a7e97a,0xAdversary0004,0.8,0.5473,0.0,0.5116,,,0
kg_0a9aebf5e803,0xBenign0003,0.8,0.547,0.0,0.5115,,,0
kg_de0a9f8c2bb3,0xBenign0019,0.8,0.5472,0.0,0.5115,,,0
kg_4a4bc45fd925,0xBenign0012,0.8,0.5468,0.0,0.5114,,,0
kg_49a1d5c351b9,0xBenign0015,0.8,0.5462,0.0,0.5112,,,0
kg_7b7f1764c212,0xBenign0010,0.8,0.5459,0.0,0.5111,,,0
kg_de0a9f8c2bb3,0xBenign0000,0.8,0.5458,0.0,0.511,,,0
kg_0a9aebf5e803,0xBenign0000,0.8,0.5455,0.0,0.5109,,,0
kg_72e56082535d,0xAdversary0004,0.8,0.5451,0.0,0.5108,,,0
kg_49a1d5c351b9,0xBenign0004,0.8,0.5451,0.0,0.5108,,,0
kg_ebe6f9a7e97a,0xAdversary0010,0.8,0.5449,0.0,0.5107,,,0
kg_72e56082535d,0xBenign0019,0.8,0.5445,0.0,0.5106,,,0
kg_ebe6f9a7e97a,0xBenign0003,0.8,0.5438,0.0,0.5103,,,0
kg_0a9aebf5e803,0xBenign0009,0.8,0.5436,0.0,0.5103,,,0
kg_4219abdc067e,0xBenign0000,0.8,0.5437,0.0,0.5103,,,0
kg_a0fec05e38bb,0xBenign0009,0.8,0.5434,0.0,0.5102,,,0
kg_a0fec05e38bb,0xBenign0001,0.8,0.5414,0.0,0.5095,,,0
kg_7b7f1764c212,0xBenign0006,0.8,0.5414,0.0,0.5095,,,0
kg_a0fec05e38bb,0xBenign0011,0.8,0.541,0.0,0.5094,,,0
kg_49a1d5c351b9,0xAdversary0004,0.8,0.5407,0.0,0.5093,,,0
kg_4a4bc45fd925,0xBenign0008,0.8,0.5404,0.0,0.5091,,,0
kg_36cce373c38e,0xBenign0002,0.8,0.5398,0.0,0.5089,,,0
kg_7b7f1764c212,0xBenign0014,0.8,0.5398,0.0,0.5089,,,1
kg_7b7f1764c212,0xBenign0004,0.8,0.5396,0.0,0.5088,,,1
kg_4a4bc45fd925,0xBenign0020,0.8,0.5393,0.0,0.5088,,,1
kg_49a1d5c351b9,0xBenign0020,0.8,0.5394,0.0,0.5088,,,1
kg_4219abdc067e,0xBenign0015,0.8,0.5389,0.0,0.5086,,,1
kg_36cce373c38e,0xBenign0014,0.8,0.5369,0.0,0.5079,,,1
kg_4219abdc067e,0xBenign0012,0.8,0.5367,0.0,0.5078,,,1
kg_4a4bc45fd925,0xBenign0001,0.8,0.5358,0.0,0.5075,,,1
kg_ebe6f9a7e97a,0xBenign0002,0.8,0.5357,0.0,0.5075,,,1
kg_4219abdc067e,0xNoisyBenign0003,0.8,0.5357,0.0,0.5075,,,1
kg_36cce373c38e,0xBenign0005,0.8,0.5343,0.0,0.507,,,1
kg_0a9aebf5e803,0xBenign0020,0.8,0.5344,0.0,0.507,,,1
kg_4219abdc067e,0xBenign0006,0.8,0.534,0.0,0.5069,,,1
kg_4a4bc45fd925,0xBenign0002,0.8,0.5337,0.0,0.5068,,,1
kg_a0fec05e38bb,0xBenign0000,0.8,0.5337,0.0,0.5068,,,1
kg_72e56082535d,0xBenign0005,0.8,0.5323,0.0,0.5063,,,1
kg_a0fec05e38bb,0xAdversary0010,0.8,0.5298,0.0,0.5054,,,1
kg_49a1d5c351b9,0xBenign0019,0.8,0.5298,0.0,0.5054,,,1
kg_36cce373c38e,0xAdversary0010,0.8,0.529,0.0,0.5052,,,1
kg_4a4bc45fd925,0xBenign0014,0.8,0.5288,0.0,0.5051,,,1
kg_36cce373c38e,0xBenign0013,0.8,0.529,0.0,0.5051,,,0
kg_850ce5cbe982,0xBenign0019,0.8,0.5285,0.0,0.505,,,0
kg_850ce5cbe982,0xAdversary0004,0.8,0.5277,0.0,0.5047,,,0
kg_0a9aebf5e803,0xBenign0017,0.8,0.5271,0.0,0.5045,,,0
kg_850ce5cbe982,0xBenign0010,0.8,0.5271,0.0,0.5045,,,0
kg_de0a9f8c2bb3,0xBenign0015,0.8,0.5267,0.0,0.5043,,,0
kg_ebe6f9a7e97a,0xBenign0010,0.8,0.5262,0.0,0.5042,,,0
kg_7b7f1764c212,0xAdversary0004,0.8,0.5255,0.0,0.5039,,,0
kg_4219abdc067e,0xBenign0020,0.8,0.5252,0.0,0.5038,,,0
kg_72e56082535d,0xBenign0013,0.8,0.5251,0.0,0.5038,,,0
kg_ebe6f9a7e97a,0xBenign0004,0.8,0.5249,0.0,0.5037,,,0
kg_4219abdc067e,0xBenign0016,0.8,0.525,0.0,0.5037,,,0
kg_7b7f1764c212,0xBenign0013,0.8,0.5244,0.0,0.5035,,,0
kg_ebe6f9a7e97a,0xBenign0016,0.8,0.5237,0.0,0.5033,,,0
kg_36cce373c38e,0xBenign0004,0.8,0.5235,0.0,0.5032,,,0
kg_49a1d5c351b9,0xNoisyBenign0005,0.8,0.5232,0.0,0.5031,,,0
kg_7b7f1764c212,0xBenign0018,0.8,0.5229,0.0,0.503,,,0
kg_4219abdc067e,0xBenign0017,0.8,0.5217,0.0,0.5026,,,0
kg_49a1d5c351b9,0xBenign0014,0.8,0.5208,0.0,0.5023,,,0
kg_ebe6f9a7e97a,0xBenign0011,0.8,0.5206,0.0,0.5022,,,0
kg_850ce5cbe982,0xBenign0011,0.8,0.5205,0.0,0.5022,,,0
kg_36cce373c38e,0xBenign0008,0.8,0.5204,0.0,0.5021,,,0
kg_49a1d5c351b9,0xAdversary0010,0.8,0.52,0.0,0.502,,,0
kg_4219abdc067e,0xBenign0014,0.8,0.5196,0.0,0.5019,,,0
kg_0a9aebf5e803,0xAdversary0004,0.8,0.5193,0.0,0.5018,,,0
kg_49a1d5c351b9,0xBenign0010,0.8,0.5191,0.0,0.5017,,,0
kg_49a1d5c351b9,0xBenign0018,0.8,0.5182,0.0,0.5014,,,0
kg_4219abdc067e,0xBenign0007,0.8,0.5179,0.0,0.5013,,,0
kg_49a1d5c351b9,0xBenign0002,0.8,0.5172,0.0,0.501,,,0
kg_4a4bc45fd925,0xBenign0007,0.8,0.5141,0.0,0.4999,,,0
kg_a0fec05e38bb,0xBenign0012,0.8,0.5137,0.0,0.4998,,,0
kg_4a4bc45fd925,0xBenign0005,0.8,0.5136,0.0,0.4998,,,0
kg_7b7f1764c212,0xBenign0017,0.8,0.5137,0.0,0.4998,,,0
kg_7b7f1764c212,0xBenign0007,0.8,0.5138,0.0,0.4998,,,0
kg_72e56082535d,0xBenign0003,0.8,0.513,0.0,0.4996,,,0
kg_a0fec05e38bb,0xNoisyBenign0006,0.8,0.513,0.0,0.4995,,,0
kg_4a4bc45fd925,0xBenign0006,0.8,0.5126,0.0,0.4994,,,0
kg_850ce5cbe982,0xBenign0002,0.8,0.5115,0.0,0.499,,,0
kg_a0fec05e38bb,0xBenign0007,0.8,0.5108,0.0,0.4988,,,0
kg_7b7f1764c212,0xBenign0012,0.8,0.5107,0.0,0.4987,,,0
kg_7b7f1764c212,0xBenign0019,0.8,0.5098,0.0,0.4984,,,0
kg_4a4bc45fd925,0xBenign0010,0.8,0.509,0.0,0.4982,,,0
kg_850ce5cbe982,0xBenign0013,0.8,0.5084,0.0,0.4979,,,0
kg_ebe6f9a7e97a,0xBenign0008,0.8,0.5079,0.0,0.4978,,,0
kg_36cce373c38e,0xBenign0017,0.8,0.5076,0.0,0.4977,,,0
kg_4219abdc067e,0xBenign0008,0.8,0.5078,0.0,0.4977,,,0
kg_4219abdc067e,0xNoisyBenign0008,0.8,0.5067,0.0,0.4974,,,0
kg_72e56082535d,0xAdversary0010,0.8,0.5056,0.0,0.497,,,0
kg_de0a9f8c2bb3,0xBenign0017,0.8,0.5042,0.0,0.4965,,,0
kg_0a9aebf5e803,0xBenign0004,0.8,0.5043,0.0,0.4965,,,0
kg_de0a9f8c2bb3,0xAdversary0010,0.8,0.5034,0.0,0.4962,,,1
kg_72e56082535d,0xBenign0011,0.8,0.5033,0.0,0.4962,,,1
kg_4a4bc45fd925,0xAdversary0004,0.8,0.5035,0.0,0.4962,,,1
kg_4219abdc067e,0xNoisyBenign0007,0.8,0.5032,0.0,0.4961,,,1
kg_4a4bc45fd925,0xBenign0000,0.8,0.5032,0.0,0.4961,,,1
kg_de0a9f8c2bb3,0xBenign0004,0.8,0.5029,0.0,0.496,,,1
kg_4a4bc45fd925,0xBenign0019,0.8,0.5019,0.0,0.4957,,,1
kg_a0fec05e38bb,0xBenign0018,0.8,0.5009,0.0,0.4953,,,1
kg_4a4bc45fd925,0xBenign0015,0.8,0.5002,0.0,0.4951,,,1
kg_36cce373c38e,0xAdversary0004,0.8,0.5003,0.0,0.4951,,,1
kg_72e56082535d,0xBenign0009,0.8,0.4989,0.0,0.4946,,,1
kg_850ce5cbe982,0xNoisyBenign0001,0.8,0.4971,0.0,0.494,,,1
kg_0a9aebf5e803,0xBenign0015,0.8,0.4966,0.0,0.4938,,,1
kg_4a4bc45fd925,0xBenign0016,0.8,0.4956,0.0,0.4934,,,1
kg_36cce373c38e,0xBenign0010,0.8,0.4955,0.0,0.4934,,,1
kg_850ce5cbe982,0xBenign0014,0.8,0.4953,0.0,0.4934,,,1
kg_4219abdc067e,0xAdversary0004,0.8,0.4951,0.0,0.4933,,,1
kg_4a4bc45fd925,0xBenign0018,0.8,0.495,0.0,0.4933,,,1
kg_72e56082535d,0xBenign0000,0.8,0.4949,0.0,0.4932,,,1
kg_72e56082535d,0xBenign0001,0.8,0.4933,0.0,0.4927,,,1
kg_850ce5cbe982,0xBenign0001,0.8,0.4931,0.0,0.4926,,,1
kg_850ce5cbe982,0xBenign0017,0.8,0.493,0.0,0.4925,,,1
kg_ebe6f9a7e97a,0xBenign0018,0.8,0.4925,0.0,0.4924,,,1
kg_de0a9f8c2bb3,0xBenign0016,0.8,0.4923,0.0,0.4923,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0003,0.8,0.4924,0.0,0.4923,,,1
kg_4219abdc067e,0xAdversary0010,0.8,0.4913,0.0,0.492,,,1
kg_de0a9f8c2bb3,0xBenign0002,0.8,0.4907,0.0,0.4917,,,1
kg_0a9aebf5e803,0xBenign0002,0.8,0.4903,0.0,0.4916,,,1
kg_7b7f1764c212,0xBenign0008,0.8,0.49,0.0,0.4915,,,1
kg_a0fec05e38bb,0xBenign0003,0.8,0.4895,0.0,0.4913,,,1
kg_4a4bc45fd925,0xBenign0011,0.8,0.4889,0.0,0.4911,,,1
kg_0a9aebf5e803,0xBenign0016,0.8,0.4884,0.0,0.4909,,,1
kg_0a9aebf5e803,0xBenign0007,0.8,0.4878,0.0,0.4907,,,1
kg_ebe6f9a7e97a,0xBenign0014,0.8,0.4878,0.0,0.4907,,,1
kg_49a1d5c351b9,0xBenign0005,0.8,0.4856,0.0,0.49,,,1
kg_0a9aebf5e803,0xBenign0012,0.8,0.4858,0.0,0.49,,,1
kg_ebe6f9a7e97a,0xBenign0009,0.8,0.4858,0.0,0.49,,,1
kg_72e56082535d,0xBenign0004,0.8,0.4853,0.0,0.4899,,,1
kg_7b7f1764c212,0xBenign0001,0.8,0.485,0.0,0.4897,,,1
kg_a0fec05e38bb,0xBenign0010,0.8,0.4845,0.0,0.4896,,,1
kg_4a4bc45fd925,0xBenign0013,0.8,0.4817,0.0,0.4886,,,1
kg_ebe6f9a7e97a,0xBenign0013,0.8,0.4813,0.0,0.4885,,,1
kg_7b7f1764c212,0xBenign0005,0.8,0.4807,0.0,0.4882,,,1
kg_0a9aebf5e803,0xBenign0011,0.8,0.4802,0.0,0.4881,,,1
kg_72e56082535d,0xNoisyBenign0006,0.8,0.4794,0.0,0.4878,,,1
kg_36cce373c38e,0xBenign0007,0.8,0.4788,0.0,0.4876,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0006,0.8,0.478,0.0,0.4873,,,1
kg_0a9aebf5e803,0xNoisyBenign0008,0.8,0.4777,0.0,0.4872,,,1
kg_4219abdc067e,0xNoisyBenign0005,0.8,0.4772,0.0,0.487,,,1
kg_de0a9f8c2bb3,0xBenign0013,0.8,0.4772,0.0,0.487,,,1
kg_72e56082535d,0xBenign0020,0.8,0.4762,0.0,0.4867,,,1
kg_72e56082535d,0xBenign0017,0.8,0.4763,0.0,0.4867,,,1
kg_49a1d5c351b9,0xBenign0011,0.8,0.4759,0.0,0.4866,,,1
kg_7b7f1764c212,0xNoisyBenign0000,0.8,0.4761,0.0,0.4866,,,1
kg_850ce5cbe982,0xNoisyBenign0006,0.8,0.4757,0.0,0.4865,,,1
kg_49a1d5c351b9,0xBenign0000,0.8,0.4742,0.0,0.486,,,1
kg_850ce5cbe982,0xNoisyBenign0004,0.8,0.4742,0.0,0.486,,,1
kg_850ce5cbe982,0xBenign0009,0.8,0.4742,0.0,0.486,,,1
kg_0a9aebf5e803,0xBenign0010,0.8,0.4732,0.0,0.4856,,,1
kg_72e56082535d,0xNoisyBenign0007,0.8,0.473,0.0,0.4855,,,1
kg_ebe6f9a7e97a,0xBenign0020,0.8,0.4727,0.0,0.4854,,,1
kg_a0fec05e38bb,0xNoisyBenign0008,0.8,0.471,0.0,0.4848,,,1
kg_ebe6f9a7e97a,0xBenign0015,0.8,0.4695,0.0,0.4843,,,1
kg_36cce373c38e,0xBenign0015,0.8,0.4694,0.0,0.4843,,,1
kg_36cce373c38e,0xNoisyBenign0003,0.8,0.4689,0.0,0.4841,,,1
kg_49a1d5c351b9,0xNoisyBenign0003,0.8,0.4672,0.0,0.4835,,,1
kg_ebe6f9a7e97a,0xBenign0007,0.8,0.4656,0.0,0.483,,,1
kg_49a1d5c351b9,0xNoisyBenign0006,0.8,0.4655,0.0,0.4829,,,1
kg_850ce5cbe982,0xBenign0003,0.8,0.465,0.0,0.4828,,,1
kg_72e56082535d,0xNoisyBenign0001,0.8,0.4632,0.0,0.4821,,,1
kg_49a1d5c351b9,0xNoisyBenign0002,0.8,0.4633,0.0,0.4821,,,1
kg_4219abdc067e,0xNoisyBenign0000,0.8,0.4611,0.0,0.4814,,,1
kg_0a9aebf5e803,0xNoisyBenign0002,0.8,0.4609,0.0,0.4813,,,1
kg_7b7f1764c212,0xNoisyBenign0001,0.8,0.4601,0.0,0.481,,,1
kg_4219abdc067e,0xNoisyBenign0004,0.8,0.4586,0.0,0.4805,,,1
kg_a0fec05e38bb,0xBenign0014,0.8,0.4579,0.0,0.4803,,,1
kg_4a4bc45fd925,0xNoisyBenign0007,0.8,0.4568,0.0,0.4799,,,1
kg_4219abdc067e,0xNoisyBenign0002,0.8,0.455,0.0,0.4793,,,1
kg_7b7f1764c212,0xNoisyBenign0006,0.8,0.4537,0.0,0.4788,,,1
kg_ebe6f9a7e97a,0xBenign0017,0.8,0.4534,0.0,0.4787,,,1
kg_4219abdc067e,0xNoisyBenign0001,0.8,0.4518,0.0,0.4781,,,1
kg_4219abdc067e,0xNoisyBenign0006,0.8,0.4497,0.0,0.4774,,,1
kg_49a1d5c351b9,0xNoisyBenign0001,0.8,0.4492,0.0,0.4772,,,1
kg_850ce5cbe982,0xNoisyBenign0008,0.8,0.449,0.0,0.4771,,,1
kg_a0fec05e38bb,0xNoisyBenign0007,0.8,0.4482,0.0,0.4769,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0003,0.8,0.4476,0.0,0.4766,,,1
kg_4a4bc45fd925,0xNoisyBenign0003,0.8,0.4461,0.0,0.4761,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0005,0.8,0.4429,0.0,0.475,,,1
kg_7b7f1764c212,0xNoisyBenign0004,0.8,0.443,0.0,0.475,,,1
kg_0a9aebf5e803,0xNoisyBenign0006,0.8,0.4426,0.0,0.4749,,,1
kg_7b7f1764c212,0xNoisyBenign0007,0.8,0.4423,0.0,0.4748,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0000,0.8,0.4416,0.0,0.4746,,,1
kg_0a9aebf5e803,0xNoisyBenign0001,0.8,0.441,0.0,0.4743,,,1
kg_7b7f1764c212,0xNoisyBenign0008,0.8,0.4385,0.0,0.4735,,,1
kg_49a1d5c351b9,0xNoisyBenign0008,0.8,0.4377,0.0,0.4732,,,1
kg_a0fec05e38bb,0xNoisyBenign0001,0.8,0.4377,0.0,0.4732,,,1
kg_36cce373c38e,0xNoisyBenign0008,0.8,0.4374,0.0,0.4731,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0007,0.8,0.4368,0.0,0.4729,,,1
kg_7b7f1764c212,0xNoisyBenign0005,0.8,0.4366,0.0,0.4728,,,1
kg_72e56082535d,0xNoisyBenign0003,0.8,0.4362,0.0,0.4727,,,1
kg_72e56082535d,0xNoisyBenign0008,0.8,0.4361,0.0,0.4726,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0001,0.8,0.4359,0.0,0.4726,,,1
kg_a0fec05e38bb,0xNoisyBenign0000,0.8,0.4344,0.0,0.4721,,,1
kg_36cce373c38e,0xNoisyBenign0005,0.8,0.4345,0.0,0.4721,,,1
